unique_id,record_id,update,entry_time,national_entry,country,country_name,admin1,admin1_name,locality,usa_county,intervention_group,intervention_name,date_of_update,status,status_simp,subpopulation,required,enforcement,size,duration,testing_population,details,url,source_document_url,entry_quality
2786_nursery_school,2786,Update,2020-05-11 20:36:49,Yes,DZA,Algeria,NA,NA,NA,NA,school_closed,Nursery school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"Nurseries closed on 12th March, and have been closed since. ","http://www.education.gov.dz/fr/communique-au-sujet-des-vacances-scolaires-de-printemps/

http://www.education.gov.dz/fr/les-mesures-preventives-contre-la-propagation-du-coronavirus-covid-19/

http://www.education.gov.dz/fr/au-sujet-de-la-suspension-des-enseignements-dans-les-trois-paliers/

http://www.education.gov.dz/fr/au-sujet-de-la-prorogation-de-la-suspension-des-enseignements-dans-les-trois-paliers-2/
",https://www.dropbox.com/s/y9mfril8va09lcy/2786_school_closed.zip?dl=1,Unverified
2786_primary_school,2786,Update,2020-05-11 20:36:49,Yes,DZA,Algeria,NA,NA,NA,NA,school_closed,Primary school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Schools have been closed since 12th March,"http://www.education.gov.dz/fr/communique-au-sujet-des-vacances-scolaires-de-printemps/

http://www.education.gov.dz/fr/les-mesures-preventives-contre-la-propagation-du-coronavirus-covid-19/

http://www.education.gov.dz/fr/au-sujet-de-la-suspension-des-enseignements-dans-les-trois-paliers/

http://www.education.gov.dz/fr/au-sujet-de-la-prorogation-de-la-suspension-des-enseignements-dans-les-trois-paliers-2/
",https://www.dropbox.com/s/y9mfril8va09lcy/2786_school_closed.zip?dl=1,Unverified
2786_sec_school,2786,Update,2020-05-11 20:36:49,Yes,DZA,Algeria,NA,NA,NA,NA,school_closed,Secondary school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Secondary schools have been closed since 12th of March,"http://www.education.gov.dz/fr/communique-au-sujet-des-vacances-scolaires-de-printemps/

http://www.education.gov.dz/fr/les-mesures-preventives-contre-la-propagation-du-coronavirus-covid-19/

http://www.education.gov.dz/fr/au-sujet-de-la-suspension-des-enseignements-dans-les-trois-paliers/

http://www.education.gov.dz/fr/au-sujet-de-la-prorogation-de-la-suspension-des-enseignements-dans-les-trois-paliers-2/
",https://www.dropbox.com/s/y9mfril8va09lcy/2786_school_closed.zip?dl=1,Unverified
2786_post_school,2786,Update,2020-05-11 20:36:49,Yes,DZA,Algeria,NA,NA,NA,NA,school_closed,Post-secondary school closures,2020-03-12,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,Postsecondary schools have been closed since 12th March,"http://www.education.gov.dz/fr/communique-au-sujet-des-vacances-scolaires-de-printemps/

http://www.education.gov.dz/fr/les-mesures-preventives-contre-la-propagation-du-coronavirus-covid-19/

http://www.education.gov.dz/fr/au-sujet-de-la-suspension-des-enseignements-dans-les-trois-paliers/

http://www.education.gov.dz/fr/au-sujet-de-la-prorogation-de-la-suspension-des-enseignements-dans-les-trois-paliers-2/
",https://www.dropbox.com/s/y9mfril8va09lcy/2786_school_closed.zip?dl=1,Unverified
2787_quar_travel,2787,Update,2020-05-11 20:31:29,Yes,USA,United States of America,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-01-20,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,"Quarantine and isolation for 14 days began on January 20, 2020. On January 20, state and local health departments in the United States, in collaboration with teams deployed from CDC, began identifying and monitoring all persons considered to have had close contact with patients with confirmed COVID19 (..) During the 14 days of active symptom monitoring, 54 (12%) close contacts developed new or worsening symptoms deemed by local public health authorities to be concerning for COVID19 and were thus considered persons under investigation (PUIs) and subsequently were tested for SARSCoV2....In guidance for healthcare personnel, CDC defined contact as, Close contact for healthcare exposures is defined as follows a) being within approximately 6 feet (2 meters) of a person with COVID19 for a prolonged period of time (such as caring for or visiting the patient; or sitting within 6 feet of the patient in a healthcare waiting area or room); or b) having unprotected direct contact with infectious secretions or excretions of the patient (e.g., being coughed on, touching used tissues with a bare hand).","https://www.cdc.gov/mmwr/volumes/69/wr/mm6909e1.htm?s_cid=mm6909e1_w  ; 
https://www.cdc.gov/coronavirus/2019-ncov/hcp/guidance-risk-assesment-hcp.html 
",https://www.dropbox.com/s/ja6nb4cmvi8z215/2787_quar_iso.zip?dl=1,Verified
2787_quar_confirm,2787,Update,2020-05-11 20:31:29,Yes,USA,United States of America,NA,NA,NA,NA,quar_iso,Quarantine of contacts confirmed cases,2020-01-20,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,"Quarantine and isolation for 14 days began on January 20, 2020. On January 20, state and local health departments in the United States, in collaboration with teams deployed from CDC, began identifying and monitoring all persons considered to have had close contact with patients with confirmed COVID19 (..) During the 14 days of active symptom monitoring, 54 (12%) close contacts developed new or worsening symptoms deemed by local public health authorities to be concerning for COVID19 and were thus considered persons under investigation (PUIs) and subsequently were tested for SARSCoV2....In guidance for healthcare personnel, CDC defined contact as, Close contact for healthcare exposures is defined as follows a) being within approximately 6 feet (2 meters) of a person with COVID19 for a prolonged period of time (such as caring for or visiting the patient; or sitting within 6 feet of the patient in a healthcare waiting area or room); or b) having unprotected direct contact with infectious secretions or excretions of the patient (e.g., being coughed on, touching used tissues with a bare hand).","https://www.cdc.gov/mmwr/volumes/69/wr/mm6909e1.htm?s_cid=mm6909e1_w  ; 
https://www.cdc.gov/coronavirus/2019-ncov/hcp/guidance-risk-assesment-hcp.html 
",https://www.dropbox.com/s/ja6nb4cmvi8z215/2787_quar_iso.zip?dl=1,Verified
2787_quar_suspect,2787,Update,2020-05-11 20:31:29,Yes,USA,United States of America,NA,NA,NA,NA,quar_iso,Quarantine of contacts suspected (symptomatic) cases,2020-01-20,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,"Quarantine and isolation for 14 days began on January 20, 2020. On January 20, state and local health departments in the United States, in collaboration with teams deployed from CDC, began identifying and monitoring all persons considered to have had close contact with patients with confirmed COVID19 (..) During the 14 days of active symptom monitoring, 54 (12%) close contacts developed new or worsening symptoms deemed by local public health authorities to be concerning for COVID19 and were thus considered persons under investigation (PUIs) and subsequently were tested for SARSCoV2....In guidance for healthcare personnel, CDC defined contact as, Close contact for healthcare exposures is defined as follows a) being within approximately 6 feet (2 meters) of a person with COVID19 for a prolonged period of time (such as caring for or visiting the patient; or sitting within 6 feet of the patient in a healthcare waiting area or room); or b) having unprotected direct contact with infectious secretions or excretions of the patient (e.g., being coughed on, touching used tissues with a bare hand).","https://www.cdc.gov/mmwr/volumes/69/wr/mm6909e1.htm?s_cid=mm6909e1_w  ; 
https://www.cdc.gov/coronavirus/2019-ncov/hcp/guidance-risk-assesment-hcp.html 
",https://www.dropbox.com/s/ja6nb4cmvi8z215/2787_quar_iso.zip?dl=1,Verified
2787_iso_suspect,2787,Update,2020-05-11 20:31:29,Yes,USA,United States of America,NA,NA,NA,NA,quar_iso,Home isolation of suspected (symptomatic) cases,2020-01-20,recommended,Partially Implemented,NA,recommended,NA,NA,NA,NA,"Quarantine and isolation for 14 days began on January 20, 2020. On January 20, state and local health departments in the United States, in collaboration with teams deployed from CDC, began identifying and monitoring all persons considered to have had close contact with patients with confirmed COVID19 (..) During the 14 days of active symptom monitoring, 54 (12%) close contacts developed new or worsening symptoms deemed by local public health authorities to be concerning for COVID19 and were thus considered persons under investigation (PUIs) and subsequently were tested for SARSCoV2....In guidance for healthcare personnel, CDC defined contact as, Close contact for healthcare exposures is defined as follows a) being within approximately 6 feet (2 meters) of a person with COVID19 for a prolonged period of time (such as caring for or visiting the patient; or sitting within 6 feet of the patient in a healthcare waiting area or room); or b) having unprotected direct contact with infectious secretions or excretions of the patient (e.g., being coughed on, touching used tissues with a bare hand).","https://www.cdc.gov/mmwr/volumes/69/wr/mm6909e1.htm?s_cid=mm6909e1_w  ; 
https://www.cdc.gov/coronavirus/2019-ncov/hcp/guidance-risk-assesment-hcp.html 
",https://www.dropbox.com/s/ja6nb4cmvi8z215/2787_quar_iso.zip?dl=1,Verified
2787_iso_confirm,2787,Update,2020-05-11 20:31:29,Yes,USA,United States of America,NA,NA,NA,NA,quar_iso,Home isolation of non-hospitalized confirmed cases,2020-01-20,recommended,Partially Implemented,NA,recommended,NA,NA,NA,NA,"Quarantine and isolation for 14 days began on January 20, 2020. On January 20, state and local health departments in the United States, in collaboration with teams deployed from CDC, began identifying and monitoring all persons considered to have had close contact with patients with confirmed COVID19 (..) During the 14 days of active symptom monitoring, 54 (12%) close contacts developed new or worsening symptoms deemed by local public health authorities to be concerning for COVID19 and were thus considered persons under investigation (PUIs) and subsequently were tested for SARSCoV2....In guidance for healthcare personnel, CDC defined contact as, Close contact for healthcare exposures is defined as follows a) being within approximately 6 feet (2 meters) of a person with COVID19 for a prolonged period of time (such as caring for or visiting the patient; or sitting within 6 feet of the patient in a healthcare waiting area or room); or b) having unprotected direct contact with infectious secretions or excretions of the patient (e.g., being coughed on, touching used tissues with a bare hand).","https://www.cdc.gov/mmwr/volumes/69/wr/mm6909e1.htm?s_cid=mm6909e1_w  ; 
https://www.cdc.gov/coronavirus/2019-ncov/hcp/guidance-risk-assesment-hcp.html 
",https://www.dropbox.com/s/ja6nb4cmvi8z215/2787_quar_iso.zip?dl=1,Verified
2788_primary_school,2788,Update,2020-05-11 20:32:14,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Noble County,school_closed,Primary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.caldwell.k12.oh.us/o/caldwell-exempted-village-school-district/live_feed 

https://www.gozeps.org/ ",https://www.dropbox.com/s/vg5h7e2qvm9tyzw/2788_school_closed.zip?dl=1,Verified
2788_sec_school,2788,Update,2020-05-11 20:32:14,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Noble County,school_closed,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.caldwell.k12.oh.us/o/caldwell-exempted-village-school-district/live_feed 

https://www.gozeps.org/ ",https://www.dropbox.com/s/vg5h7e2qvm9tyzw/2788_school_closed.zip?dl=1,Verified
2789_quar_other,2789,Update,2020-05-11 20:35:01,Yes,USA,United States of America,NA,NA,NA,NA,quar_iso,Quarantine of other asymptomatic individuals,2020-03-27,recommended,Partially Implemented,NA,recommended,NA,NA,14,NA,"On March 27, 2020, the CDC recommended that if you, If you travelled internationally in the last 14 days Stay home, monitor your health, and practice social distancing for 14 days after you return from travel. Social distancing means staying out of crowded places, avoiding group gatherings, and maintaining distance (approximately 6 feet or 2 meters) from others when possible.",https://wwwnc.cdc.gov/travel/notices/warning/coronavirus-global ,https://www.dropbox.com/s/lfpf4wi35w1nq4r/2789_quar_iso.pdf?dl=1,Verified
2791_quar_travel,2791,Update,2020-05-16 00:56:32,Yes,TUR,Turkey,NA,NA,NA,NA,quar_iso,Quarantine of travelers,2020-03-16,required,Strongly Implemented,NA,required,NA,NA,NA,NA,"All Turkish Citizens coming from Germany, Spain, France, Austria, Norway, Denmark, Sweden, Belgium and the Netherlands will be kept under quarantine for 14 days",http://istanbul.gov.tr/koronavirus-tedbirleri-kapsaminda-9-avrupa-ulkesinden-gelen-vatandaslarimizla-ilgili-karantinagozetim-tedbirleri---1-basin-aciklamasi,https://www.dropbox.com/s/14iyc668dsfsmw4/2791_quar_iso.pdf?dl=1,Unverified
2792_primary_school,2792,Update,2020-05-11 21:16:09,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Ottawa County,school_closed,Primary school closures,2020-03-16,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.facebook.com/pages/category/Education-Website/Genoa-Area-Local-Schools-689486834785438/ 

http://www.bcs.k12.oh.us/ ",https://www.dropbox.com/s/ixhd69vtmyn8j7r/2792_school_closed.zip?dl=1,Verified
2792_sec_school,2792,Update,2020-05-11 21:16:09,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Ottawa County,school_closed,Secondary school closures,2020-03-16,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.facebook.com/pages/category/Education-Website/Genoa-Area-Local-Schools-689486834785438/ 

http://www.bcs.k12.oh.us/ ",https://www.dropbox.com/s/ixhd69vtmyn8j7r/2792_school_closed.zip?dl=1,Verified
2793_primary_school,2793,Update,2020-05-11 21:20:09,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Ottawa County,school_closed,Primary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"http://www.danburyschools.org/COVID-19SchoolClosureInformation.aspx 

https://www.facebook.com/Woodmore-Local-Schools-184962284908332/ 

https://www.pccsd.net/apps/news/show_news.jsp?REC_ID=620033&id=0 

https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/announces-school-closures 
https://www.pickerington.k12.oh.us/wp-content/uploads/2020/03/Coronavirus-Frequently-Asked-Questions_3_14_20_1.15PM.pdf 
",https://www.dropbox.com/s/p0f6m9wb1n8ud1k/2793_school_closed.zip?dl=1,Verified
2793_sec_school,2793,Update,2020-05-11 21:20:09,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Ottawa County,school_closed,Secondary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,,"http://www.danburyschools.org/COVID-19SchoolClosureInformation.aspx 

https://www.facebook.com/Woodmore-Local-Schools-184962284908332/ 

https://www.pccsd.net/apps/news/show_news.jsp?REC_ID=620033&id=0 

https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/announces-school-closures 
https://www.pickerington.k12.oh.us/wp-content/uploads/2020/03/Coronavirus-Frequently-Asked-Questions_3_14_20_1.15PM.pdf 
",https://www.dropbox.com/s/p0f6m9wb1n8ud1k/2793_school_closed.zip?dl=1,Verified
2794_entertainment,2794,Update,2020-05-16 00:58:34,Yes,TUR,Turkey,NA,NA,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-03-16,closed,Strongly Implemented,entire population,unknown,NA,NA,NA,NA,Friday and day prayers are temporarily suspended mosques.,https://diyanet.gov.tr/tr-TR/Kurumsal/Detay/29402/cami-ve-mescitlerde-cuma-ve-vakit-namazlarin-cemaatle-kilinmasina-ara-verildi,https://www.dropbox.com/s/qtr5rvqf46svapz/2794_entertainment_closed.pdf?dl=1,Unverified
2795_border_in_air,2795,Update,2020-05-16 01:02:15,Yes,TUR,Turkey,NA,NA,NA,NA,closed_border,Border closures for entering by air,2020-03-17,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA," UK, IRELAND, SWITZERLAND, SAUDI ARABIA, EGYPT, UNITED ARAB EMIRATES flights are temporarily suspended.",http://web.shgm.gov.tr/tr/genel-duyurular/6323-saglik-bakanligi-bilim-kurulunun-16-mart-2020-tarihli-kararlari-kapsaminda-havacilikla-ile-ilgili-tedbirlerin-uygulanmasina-yonelik-shgm-basin-aciklamasi,https://www.dropbox.com/s/h3nvdx93bq001cp/2795_closed_border.pdf?dl=1,Unverified
2795_border_out_air,2795,Update,2020-05-16 01:02:15,Yes,TUR,Turkey,NA,NA,NA,NA,closed_border,Border closures for leaving by air,2020-03-17,closed,Strongly Implemented,NA,NA,NA,NA,NA,NA," UK, IRELAND, SWITZERLAND, SAUDI ARABIA, EGYPT, UNITED ARAB EMIRATES flights are temporarily suspended.",http://web.shgm.gov.tr/tr/genel-duyurular/6323-saglik-bakanligi-bilim-kurulunun-16-mart-2020-tarihli-kararlari-kapsaminda-havacilikla-ile-ilgili-tedbirlerin-uygulanmasina-yonelik-shgm-basin-aciklamasi,https://www.dropbox.com/s/h3nvdx93bq001cp/2795_closed_border.pdf?dl=1,Unverified
2796_confinement,2796,Update,2020-05-11 21:50:47,No,USA,United States of America,USA.44_1,Texas,NA,NA,household_confined,Household confinement,2020-05-05,partially restricted,Partially Implemented,entire population,recommended,No,NA,NA,NA,"Every person in Texas shall, except where necessary to provide or obtain essentialservices or reopened services, minimize social gatherings and minimize inpersoncontact with people who are not in the same household. People over the age of 65, however, are strongly encouraged to stay at home as much as possible; to maintain appropriate distance from any member of the household who has been out of the residence in the previous 14 days; and, if leaving the home, to implement social distancing and to practice good hygiene, environmental cleanliness, and sanitation.","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities
",https://www.dropbox.com/s/l30bocxnt2qcwj7/2796_household_confined.pdf?dl=1,Unverified
2796_offices,2796,Update,2020-05-11 21:37:53,No,USA,United States of America,USA.44_1,Texas,NA,NA,office_closed,Office closures,2020-05-18,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Services provided by office workers in offices that operate at up to thegreater of (i) five individuals, or (ii) 25 percent of the total officeworkforce; provided, however, that the individuals maintain appropriatesocial distancing. ","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities
",https://www.dropbox.com/s/bw4ax5p4f6wkqfz/2796_office_closed.pdf?dl=1,Unverified
2796_entertainment,2796,Update,2020-05-11 21:56:44,No,USA,United States of America,USA.44_1,Texas,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-05-08,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Swimming pools open; provided, however, that (i) indoor swimming pools may operate at up to 25 percent of the total listed occupancy of the pool facility; (ii) outdoor swimming pools may operate at up to 25 percent of normal operating limits as determined by the pool operator; and (iii) local public swimming pools may so operate only if permitted by the local government.  Golf course operations.","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities
",https://www.dropbox.com/s/logpppt1fvfwbte/2796_entertainment_closed.pdf?dl=1,Unverified
2796_retail,2796,Update,2020-05-11 21:44:45,No,USA,United States of America,USA.44_1,Texas,NA,NA,store_closed,Retail store closures (excluding essentials),2020-05-05,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Retail services that may be provided through pickup, delivery by mail, or delivery to the customers doorstep. Instore retail services, for retail establishments that operate at up to 25 percent of the total listed occupancy of the retail establishment.","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities
",https://www.dropbox.com/s/q0ymx8zo8v0rrwk/2796_store_closed.pdf?dl=1,Unverified
2796_public_space,2796,Update,2020-05-11 21:40:29,No,USA,United States of America,USA.44_1,Texas,NA,NA,public_space_closed,Public space closures,2020-05-05,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Movie theaters that operate at up to 25 percent of the total listed occupancy of anyindividual theater for any screening. Shopping malls that operate at up to 25 percent of the total listed occupancy of the shopping mall; provided, however, that within shopping malls, the foodcourt dining areas, play areas, and interactive displays and settings must remain closed. Museums and libraries that operate at up to 25 percent of the total listed occupancy; provided, however, that a. local public museums and local public libraries may so operate only if permitted by the local government, and b. any components of museums or libraries that have interactive functions or exhibits, including child play areas, must remain closed. Local government operations, including county and municipal governmental operations relating to permitting, recordation, and documentfiling services, as determined by the local government.","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities
",https://www.dropbox.com/s/lz1iwzi2dq9pgey/2796_public_space_closed.pdf?dl=1,Unverified
2796_testing_asymp,2796,Update,2020-05-11 21:33:26,No,USA,United States of America,USA.44_1,Texas,NA,NA,testing_asymp,Testing of asymptomatic individuals,2020-05-11,some,Partially Implemented,NA,NA,NA,NA,NA,other,"Governor Abbott Directs TDEM, DSHS, HHSC To Test All Nursing Home Residents, Staff In Texas","https://gov.texas.gov/news/post/governor-abbott-directs-tdem-dshs-hhsc-to-test-all-nursing-home-residents-staff-in-texas
",https://www.dropbox.com/s/t10qois5omtsqhx/2796_testing_asymp.pdf?dl=1,Unverified
2796_restaurant_closed,2796,Update,2020-05-11 21:35:48,No,USA,United States of America,USA.44_1,Texas,NA,NA,restaurant_closed,Restaurant closures (excluding takeout/delivery),2020-05-05,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Dinein restaurant services, for restaurants that operate at up to 25 percent of thetotal listed occupancy of the restaurant; provided, however, thata. this applies only to restaurants that have less than 51 percent of their grossreceipts from the sale of alcoholic beverages;b. the occupancy limits do not apply to customers seated in outdoor areas ofthe restaurant; andc. valet services are prohibited except for vehicles with placards or plates fordisabled parking","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities
",https://www.dropbox.com/s/3i538aaypc1y5fl/2796_restaurant_closed.pdf?dl=1,Unverified
2797_primary_school,2797,Update,2020-05-11 21:39:09,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Paulding County,school_closed,Primary school closures,2020-03-16,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,https://www.pauldingschools.org/News/1106#sthash.RLZf4Htl.Uia6IBke.dpbs ,https://www.dropbox.com/s/x5kzc3l0hdbhq4t/2797_school_closed.zip?dl=1,Verified
2797_sec_school,2797,Update,2020-05-11 21:39:09,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Paulding County,school_closed,Secondary school closures,2020-03-16,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,https://www.pauldingschools.org/News/1106#sthash.RLZf4Htl.Uia6IBke.dpbs ,https://www.dropbox.com/s/x5kzc3l0hdbhq4t/2797_school_closed.zip?dl=1,Verified
2798_primary_school,2798,Update,2020-05-11 21:41:17,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Paulding County,school_closed,Primary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.waynetrace.org/CoronavirusCOVID-191.aspx 

https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/announces-school-closures ",https://www.dropbox.com/s/gt420adjqxrixll/2798_school_closed.zip?dl=1,Verified
2798_sec_school,2798,Update,2020-05-11 21:41:17,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Paulding County,school_closed,Secondary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.waynetrace.org/CoronavirusCOVID-191.aspx 

https://governor.ohio.gov/wps/portal/gov/governor/media/news-and-media/announces-school-closures ",https://www.dropbox.com/s/gt420adjqxrixll/2798_school_closed.zip?dl=1,Verified
2799_entertainment,2799,Update,2020-05-11 21:59:00,No,USA,United States of America,USA.44_1,Texas,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-05-18,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,"Gyms and exercise facilities and classes that operate at up to 25 percent of the total listed occupancy of the gym or exercise facility; provided, however, that locker rooms and shower facilities must remain closed, but restrooms may open.","https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities
",https://www.dropbox.com/s/6m7cxhxo4t06mty/2799_entertainment_closed.pdf?dl=1,Unverified
2800_entertainment,2800,Update,2020-05-11 22:00:44,No,USA,United States of America,USA.44_1,Texas,NA,NA,entertainment_closed,"Leisure, entertainment, and religious venue closures",2020-05-05,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,"People shall avoid visiting bars, massage establishments, tattoo studios, piercing studios, sexually oriented businesses, or interactive amusement venues such as bowling alleys, video arcades, amusement parks, water parks, or splash pads, unless these enumerated establishments or venues are specifically added as a reopened service by proclamation or future executive order of the governor. ",https://gov.texas.gov/news/post/governor-abbott-issues-executive-order-to-expand-openings-of-certain-businesses-and-activities,https://www.dropbox.com/s/bx152dugfpaepzl/2800_entertainment_closed.pdf?dl=1,Unverified
2801_primary_school,2801,Update,2020-05-11 22:01:40,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Perry County,school_closed,Primary school closures,2020-03-13,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.nlpanthers.org/COVID-19.aspx 

https://www.crooksville.k12.oh.us/ ",https://www.dropbox.com/s/fyddojtd5lmopm8/2801_school_closed.zip?dl=1,Verified
2801_sec_school,2801,Update,2020-05-11 22:01:40,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Perry County,school_closed,Secondary school closures,2020-03-13,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.nlpanthers.org/COVID-19.aspx 

https://www.crooksville.k12.oh.us/ ",https://www.dropbox.com/s/fyddojtd5lmopm8/2801_school_closed.zip?dl=1,Verified
2802_primary_school,2802,Update,2020-05-11 22:03:28,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Perry County,school_closed,Primary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.facebook.com/southernlocalschools/?ref=bookmarks 

https://www.nlsd.k12.oh.us/ ",https://www.dropbox.com/s/z6olh37yk3it406/2802_school_closed.zip?dl=1,Verified
2802_sec_school,2802,Update,2020-05-11 22:03:28,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Perry County,school_closed,Secondary school closures,2020-03-17,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://www.facebook.com/southernlocalschools/?ref=bookmarks 

https://www.nlsd.k12.oh.us/ ",https://www.dropbox.com/s/z6olh37yk3it406/2802_school_closed.zip?dl=1,Verified
2803_primary_school,2803,Update,2020-05-11 22:32:24,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Pickaway County,school_closed,Primary school closures,2020-03-13,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://twitter.com/loganelmschools 

https://www.facebook.com/teaysvalleyschools/",https://www.dropbox.com/s/yxarnvnymbwom2n/2803_school_closed.zip?dl=1,Verified
2803_sec_school,2803,Update,2020-05-11 22:32:24,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Pickaway County,school_closed,Secondary school closures,2020-03-13,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"https://twitter.com/loganelmschools 

https://www.facebook.com/teaysvalleyschools/",https://www.dropbox.com/s/yxarnvnymbwom2n/2803_school_closed.zip?dl=1,Verified
2804_primary_school,2804,Update,2020-05-11 23:04:21,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Pike County,school_closed,Primary school closures,2020-03-13,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,https://www.facebook.com/Western-Pike-Local-Schools-378603485928/ ,https://www.dropbox.com/s/9puida95blww8al/2804_school_closed.zip?dl=1,Verified
2804_sec_school,2804,Update,2020-05-11 23:04:21,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Pike County,school_closed,Secondary school closures,2020-03-13,partially closed,Partially Implemented,entire population,required,NA,NA,NA,NA,NA,https://www.facebook.com/Western-Pike-Local-Schools-378603485928/ ,https://www.dropbox.com/s/9puida95blww8al/2804_school_closed.zip?dl=1,Verified
2805_primary_school,2805,Update,2020-05-11 23:06:02,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Pike County,school_closed,Primary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"http://www.usvschools.org/coronavirus.aspx 

https://www.facebook.com/waverlycityschools/ ",https://www.dropbox.com/s/b2xq5l5k2bblcwt/2805_school_closed.zip?dl=1,Verified
2805_sec_school,2805,Update,2020-05-11 23:06:02,No,USA,United States of America,USA.36_1,Ohio,NA,Ohio - Pike County,school_closed,Secondary school closures,2020-03-16,closed,Strongly Implemented,entire population,required,NA,NA,NA,NA,NA,"http://www.usvschools.org/coronavirus.aspx 

https://www.facebook.com/waverlycityschools/ ",https://www.dropbox.com/s/b2xq5l5k2bblcwt/2805_school_closed.zip?dl=1,Verified
